race,gender,age,job_title,state,city,zip_code,Salary
White,Male,59,Software Consultant,New York,Albany,12205,"$291,850.30 "
Black,Male,24,Tax Accountant,New York,Utica,13505,"$227,215.59 "
White,Female,61,Physical Therapy Assistant,New York,New York City,10039,"$260,179.90 "
White,Male,40,Professor,New York,Albany,12247,"$134,125.21 "
White,Female,20,Software Developer,New York,Utica,13505,"$205,932.93 "
White,Female,20,Marketing Assistant,New York,New York City,10275,"$72,792.27 "
Hispanic,Female,47,Clinical Specialist,New York,New York City,10034,"$82,340.51 "
White,Male,67,Statistician,New York,Elmira,14905,"$63,782.48 "
White,Male,27,Marketing Manager,New York,Bronx,10459,"$192,182.94 "
Black,Male,52,Sales Associate,New York,New York City,10275,"$295,586.97 "
Black,Female,38,Professor,New York,New York City,10045,"$34,729.53 "
White,Female,63,Teacher,New York,Bronx,10469,"$271,402.84 "
White,Female,67,Assistant Media Planner,New York,New York City,10115,"$235,752.99 "
White,Female,29,Desktop Support Technician,New York,New York City,10260,"$169,414.82 "
Black,Female,55,Recruiting Manager,New York,Jamaica,11436,"$88,357.39 "
Hispanic,Female,31,Accountant,New York,Hicksville,11854,"$184,808.92 "
White,Male,23,Buget Analyst,New York,Flushing,11388,"$200,068.33 "
White,Female,21,Web Designer,New York,Albany,12210,"$198,780.90 "
White,Female,46,Teacher,New York,Brooklyn,11236,"$272,995.20 "
Hispanic,Female,45,Data Coordiator,New York,Mount Vernon,10557,"$171,949.83 "
White,Female,69,Software Developer,New York,White Plains,10633,"$188,706.12 "
Hispanic,Male,28,Teacher,New York,New York City,10175,"$117,768.44 "
Hispanic,Female,43,VP Quality Control,New York,New York City,10019,"$118,605.23 "
White,Female,33,Account Executive,New York,Buffalo,14225,"$255,428.56 "
White,Female,36,Operator,New York,New York City,10292,"$247,683.15 "
Black,Male,56,Assistant Manager,New York,Albany,12255,"$170,305.22 "
White,Female,63,Environmental Tech,New York,Rochester,14683,"$164,606.14 "
Asian,Male,31,Database Administrator,New York,Buffalo,14233,"$168,169.89 "
Other,Male,67,Software Developer,New York,Albany,12255,"$50,919.22 "
White,Male,53,Marketing Manager,New York,Schenectady,12325,"$94,143.70 "
White,Female,70,Human Resources,New York,New York City,10275,"$203,611.98 "
White,Female,60,Compensation Analyst,New York,Buffalo,14205,"$157,927.00 "
Black,Male,40,Accountant,New York,New Hyde Park,11044,"$56,320.54 "
White,Male,41,Executive Assistant,New York,Syracuse,13205,"$158,032.87 "
White,Male,44,VP Sales,New York,Elmira,14905,"$193,391.57 "
White,Female,44,Systems Administrator,New York,Albany,12227,"$40,287.51 "
Black,Female,29,Software Developer,New York,New York City,10280,"$103,617.59 "
White,Female,60,Financial Advisor,New York,Staten Island,10310,"$147,898.97 "
White,Female,31,Recruiter,New York,Bronx,10469,"$169,120.26 "
Hispanic,Male,49,Compensation Analyst,New York,Rochester,14609,"$53,679.61 "
White,Female,18,Information Systems Manager,New York,Albany,12232,"$95,920.39 "
White,Female,39,Media Manager,New York,New York City,10099,"$74,025.75 "
Hispanic,Male,44,Teacher,New York,Brooklyn,11220,"$286,544.68 "
White,Female,23,Desktop Support Technician,New York,Utica,13505,"$229,492.05 "
Hispanic,Male,60,Software Developer,New York,New York City,10039,"$279,538.06 "
White,Male,32,Biostatistician,New York,Albany,12227,"$188,857.44 "
White,Female,41,Junior Executive,New York,Albany,12237,"$291,373.02 "
Other,Male,39,Teacher,New York,Rochester,14619,"$255,637.03 "
Hispanic,Male,31,Software Consultant,New York,Syracuse,13205,"$94,422.47 "
White,Female,64,VP Accounting,New York,Buffalo,14263,"$171,996.53 "
White,Male,57,Teacher,New York,Albany,12242,"$122,261.16 "
Asian,Male,21,Help Desk Operator,New York,Rochester,14619,"$60,148.18 "
White,Male,18,Assistant Manager,New York,Albany,12255,"$201,495.09 "
Hispanic,Male,67,Internal Auditor,New York,Brooklyn,11220,"$75,081.06 "
White,Female,40,Internal Auditor,New York,Brooklyn,11215,"$221,941.19 "
Black,Male,38,Food Chemist,New York,Rochester,14646,"$280,337.94 "
Black,Male,29,Teacher,New York,Bronx,10454,"$116,946.19 "
White,Male,28,Financial Advisor,New York,Brooklyn,11231,"$187,800.47 "
White,Male,18,Information Systems Manager,New York,Albany,12242,"$253,975.51 "
Hispanic,Female,35,Teacher,New York,Buffalo,14205,"$37,636.01 "
White,Male,26,Teacher,New York,Syracuse,13217,"$67,334.03 "
White,Male,69,Teacher,New York,New York City,10249,"$90,625.30 "
White,Female,48,Project Manager,New York,Buffalo,14263,"$68,789.36 "
White,Female,43,Sales Associate,New York,Albany,12205,"$217,380.53 "
Black,Female,50,Executive Assistant,New York,Brooklyn,11225,"$153,822.03 "
Black,Male,47,Automation Specialist,New York,Albany,12247,"$46,817.82 "
White,Male,26,Teacher,New York,New York City,10029,"$200,691.81 "
White,Male,58,Graphic Designer,New York,New Hyde Park,11044,"$35,571.59 "
White,Female,62,Teacher,New York,Brooklyn,11247,"$239,945.98 "
White,Female,44,Research Assistant,New York,New Hyde Park,11044,"$166,925.66 "
White,Male,20,Teacher,New York,Jamaica,11447,"$181,753.45 "
White,Female,27,Teacher,New York,New York City,10029,"$150,272.97 "
White,Female,57,Junior Executive,New York,Buffalo,14225,"$65,271.66 "
White,Male,69,Tax Accountant,New York,Hicksville,11854,"$144,211.73 "
Black,Male,66,VP Sales,New York,Syracuse,13205,"$243,143.51 "
Hispanic,Male,61,Director of Sales,New York,New York City,10249,"$32,448.95 "
Hispanic,Male,53,Registered Nurse,New York,Bronx,10459,"$35,962.64 "
Hispanic,Male,31,Sales Associate,New York,Jamaica,11480,"$285,840.46 "
Asian,Male,49,Teacher,New York,Buffalo,14220,"$237,876.55 "
Hispanic,Male,27,Statistician,New York,New York City,10014,"$80,318.66 "
White,Male,66,Sales Representative,New York,Rochester,14624,"$125,353.17 "
White,Male,23,Business Systems Development Analyst,New York,Flushing,11388,"$193,376.38 "
White,Male,68,Statistician,New York,Albany,12242,"$163,394.60 "
White,Male,69,Executive Assistant,New York,Jamaica,11436,"$45,626.48 "
Other,Male,23,Dental Hygienist,New York,New York City,10155,"$58,978.24 "
White,Female,22,Teacher,New York,New York City,10160,"$84,475.52 "
White,Male,69,Help Desk Technician,New York,New York City,10039,"$260,757.45 "
Black,Male,55,Associate Professor,New York,Flushing,11388,"$254,379.80 "
Hispanic,Female,22,Senior Editor,New York,New York City,10203,"$256,373.45 "
Hispanic,Male,43,Teacher,New York,Jamaica,11470,"$34,664.06 "
Hispanic,Female,45,Buget Analyst,New York,New York City,10292,"$126,668.40 "
White,Female,25,Staff Scientist,New York,New York City,10079,"$253,837.62 "
White,Male,35,Teacher,New York,Buffalo,14276,"$58,407.19 "
White,Female,24,Software Developer,New York,New York City,10175,"$109,995.29 "
White,Female,22,Software Developer,New York,Rochester,14639,"$217,618.58 "
White,Male,39,Senior Sales Associate,New York,Brooklyn,11236,"$124,474.50 "
White,Male,31,Research Associate,New York,New York City,10203,"$75,610.05 "
Hispanic,Male,52,Automation Specialist,New York,New York City,10099,"$148,567.24 "
White,Female,62,Recruiter,New York,New York City,10024,"$85,220.54 "
Other,Female,49,Research Nurse,New York,Rochester,14639,"$191,854.60 "
Hispanic,Female,64,Speech Pathologist,New York,Jamaica,11447,"$132,870.66 "
White,Male,24,Financial Advisor,New York,Schenectady,12305,"$138,096.55 "
White,Male,70,Legal Assistant,New York,New Hyde Park,11044,"$290,746.93 "
Other,Female,46,Marketing Manager,New York,Jamaica,11470,"$294,257.44 "
Black,Female,38,Internal Auditor,New York,Buffalo,14220,"$267,415.88 "
White,Female,68,Geologist,New York,Brooklyn,11247,"$281,533.09 "
White,Male,34,Software Developer,New York,Hicksville,11854,"$148,356.24 "
White,Male,64,VP Marketing,New York,Bronx,10464,"$134,046.34 "
White,Male,21,Occupational Therapist,New York,New York City,10160,"$79,484.91 "
Hispanic,Female,24,Help Desk Technician,New York,New York City,10275,"$134,531.99 "
White,Male,22,Senior Cost Accountant,New York,New York City,10160,"$263,994.85 "
Hispanic,Male,65,Help Desk Technician,New York,Rochester,14614,"$87,766.71 "
White,Male,26,Financial Analyst,New York,Jamaica,11499,"$283,407.45 "
White,Female,31,Help Desk Operator,New York,New York City,10039,"$97,706.89 "
White,Male,35,Software Developer,New York,Rochester,14624,"$51,434.54 "
White,Male,29,Account Coordinator,New York,Brooklyn,11241,"$97,923.26 "
Hispanic,Male,20,Project Manager,New York,Brooklyn,11241,"$74,850.91 "
White,Male,64,Research Nurse,New York,Bronx,10464,"$238,942.94 "
Black,Female,41,Compensation Analyst,New York,New York City,10270,"$165,809.59 "
White,Female,18,Accountant,New York,Rochester,14614,"$89,374.65 "
White,Female,28,Software Developer,New York,Albany,12205,"$235,502.75 "
White,Female,47,Software Developer,New York,Flushing,11355,"$248,013.24 "
White,Male,51,Software Developer,New York,Jamaica,11480,"$121,030.07 "
Hispanic,Female,57,Media Manager,New York,Syracuse,13217,"$193,635.90 "
Other,Male,54,Financial Advisor,New York,Buffalo,14269,"$161,659.43 "
Hispanic,Female,50,Sales Associate,New York,New York City,10160,"$41,049.56 "
Black,Male,20,Software Developer,New York,Buffalo,14276,"$63,100.49 "
White,Male,52,Information Systems Manager,New York,Albany,12255,"$194,872.09 "
Hispanic,Female,66,Teacher,New York,New York City,10110,"$91,933.98 "
White,Female,19,Senior Editor,New York,Bronx,10464,"$272,955.81 "
White,Female,59,Statistician,New York,Albany,12232,"$117,702.36 "
Asian,Male,41,Software Developer,New York,Schenectady,12325,"$254,455.29 "
White,Female,56,Teacher,New York,Albany,12262,"$85,099.40 "
White,Female,54,Environmental Specialist,New York,Rochester,14652,"$294,636.84 "
Black,Female,56,Social Worker,New York,Brooklyn,11220,"$69,547.80 "
Hispanic,Female,34,Safety Technician,New York,New York City,10099,"$27,024.99 "
Hispanic,Female,20,Operator,New York,Flushing,11355,"$44,342.97 "
Hispanic,Male,20,Teacher,New York,New York City,10090,"$93,893.85 "
Asian,Male,22,Media Manager,New York,New York City,10034,"$221,883.23 "
White,Female,47,VP Accounting,New York,New York City,10270,"$78,996.47 "
White,Female,22,Graphic Designer,New York,Brooklyn,11215,"$193,022.59 "
White,Male,69,Operator,New York,Bronx,10454,"$264,919.86 "
White,Male,32,VP Marketing,New York,Bronx,10469,"$190,315.16 "
White,Male,23,Marketing Assistant,New York,Jamaica,11436,"$232,072.41 "
White,Male,48,Financial Analyst,New York,New York City,10099,"$204,487.69 "
White,Male,30,Recruiter,New York,New York City,10115,"$78,254.27 "
White,Female,59,Teacher,New York,Syracuse,13217,"$71,086.93 "
White,Female,63,Administrative Officer,New York,Rochester,14639,"$91,644.58 "
White,Female,53,Biostatistician,New York,New York City,10120,"$55,435.84 "
White,Female,68,Registered Nurse,New York,Brooklyn,11236,"$214,371.26 "
White,Male,48,Teacher,New York,Buffalo,14210,"$177,456.84 "
Black,Male,40,Teacher,New York,White Plains,10633,"$174,888.74 "
Other,Female,49,Project Manager,New York,Brooklyn,11231,"$261,948.84 "
White,Male,18,Software Developer,New York,Jamaica,11470,"$150,457.18 "
White,Male,63,Statistician,New York,New York City,10004,"$126,838.25 "
Other,Male,70,Software Developer,New York,Buffalo,14233,"$225,411.73 "
White,Female,29,Senior Financial Analyst,New York,Albany,12247,"$187,588.54 "
White,Male,61,Researcher,New York,New York City,10131,"$110,121.76 "
White,Female,32,Speech Pathologist,New York,New York City,10105,"$52,858.76 "
Hispanic,Male,55,Data Coordiator,New York,Syracuse,13251,"$158,377.24 "
White,Female,37,Legal Assistant,New York,New York City,10270,"$296,329.02 "
Hispanic,Female,59,Human Resources,New York,Rochester,14604,"$165,050.56 "
White,Female,19,Speech Pathologist,New York,Albany,12227,"$246,761.56 "
Hispanic,Male,31,Teacher,New York,Utica,13505,"$185,763.21 "
Asian,Male,31,Administrative Officer,New York,Brooklyn,11231,"$225,592.01 "
White,Male,46,Graphic Designer,New York,Albany,12242,"$199,060.28 "
White,Female,38,Teacher,New York,New York City,10125,"$160,791.98 "
White,Male,22,Food Chemist,New York,Schenectady,12325,"$182,515.79 "
White,Female,57,Database Administrator,New York,Brooklyn,11215,"$299,207.07 "
White,Female,47,Teacher,New York,Jamaica,11431,"$214,313.04 "
White,Male,62,Nurse,New York,New York City,10034,"$189,669.29 "
White,Female,49,Electrician,New York,Rochester,14652,"$119,103.29 "
White,Female,27,Sales Associate,New York,New York City,10039,"$249,952.50 "
White,Female,34,Buget Analyst,New York,New York City,10170,"$266,857.73 "
American Indian & Alaska Native,Female,58,Electrician,New York,Flushing,11388,"$99,880.56 "
White,Female,40,Electrician,New York,Flushing,11388,"$159,704.03 "
White,Female,59,Marketing Assistant,New York,New York City,10270,"$98,636.92 "
Hispanic,Male,70,Physical Therapy Assistant,New York,Brooklyn,11215,"$29,498.80 "
Black,Female,64,Electrician,New York,Bronx,10464,"$104,494.00 "
Black,Male,31,Sales Associate,New York,Bronx,10454,"$292,518.41 "
White,Female,29,Community Outreach Specialist,New York,Buffalo,14269,"$148,038.81 "
Black,Female,68,Environmental Tech,New York,New York City,10014,"$91,755.79 "
White,Female,37,Safety Technician,New York,Jamaica,11436,"$76,965.04 "
Hispanic,Female,64,Help Desk Operator,New York,Brooklyn,11210,"$138,073.50 "
Black,Female,49,Software Developer,New York,New York City,10249,"$157,752.90 "
White,Male,50,Help Desk Technician,New York,New York City,10280,"$283,122.46 "
White,Female,22,Software Developer,New York,Rochester,14604,"$203,494.32 "
White,Female,19,Staff Scientist,New York,Syracuse,13251,"$38,738.84 "
White,Male,47,Researcher,New York,New York City,10165,"$101,383.18 "
Hispanic,Male,65,Office Assistant,New York,New York City,10131,"$217,670.22 "
White,Male,36,Buget Analyst,New York,Schenectady,12325,"$259,297.67 "
White,Female,30,Librarian,New York,Bronx,10469,"$213,580.86 "
White,Male,34,Occupational Therapist,New York,Syracuse,13224,"$82,912.99 "
Black,Male,54,Software Developer,New York,Brooklyn,11247,"$210,843.29 "
Hispanic,Male,22,Software Developer,New York,New York City,10110,"$249,087.06 "
Black,Female,56,Teacher,New York,New York City,10165,"$124,024.37 "
White,Male,21,Sales Representative,New York,Albany,12227,"$292,963.19 "
Black,Male,57,Sales Associate,New York,Syracuse,13205,"$99,444.45 "
White,Male,68,Electrician,New York,Brooklyn,11210,"$259,351.31 "
White,Male,67,Electrician,New York,Buffalo,14225,"$116,696.86 "
Hispanic,Male,31,Librarian,New York,New York City,10045,"$42,287.74 "
Asian,Male,49,Administrative Officer,New York,Jamaica,11470,"$60,824.73 "
White,Male,67,Teacher,New York,New York City,10175,"$162,442.63 "
Black,Male,48,Web Designer,New York,New York City,10249,"$130,633.75 "
Hispanic,Female,35,Financial Advisor,New York,Brooklyn,11215,"$40,952.20 "
Other,Male,65,Payment Adjustment Coordinator,New York,Rochester,14604,"$28,696.46 "
Black,Female,63,Sales Associate,New York,New York City,10115,"$264,131.71 "
White,Female,43,Electrician,New York,Syracuse,13217,"$148,163.23 "
White,Male,57,Electrician,New York,Buffalo,14210,"$214,569.14 "
White,Female,67,Senior Sales Associate,New York,Brooklyn,11241,"$187,167.17 "
White,Female,37,Senior Editor,New York,Syracuse,13251,"$194,703.27 "
Other,Female,38,General Manager,New York,New York City,10029,"$29,007.41 "
White,Female,26,VP Marketing,New York,Yonkers,10705,"$100,059.77 "
White,Female,53,Senior Editor,New York,Brooklyn,11231,"$150,633.39 "
White,Female,19,Buget Analyst,New York,Flushing,11355,"$83,936.81 "
White,Male,66,Actuary,New York,Syracuse,13224,"$39,657.22 "
White,Female,34,Nurse Practicioner,New York,Elmira,14905,"$63,076.66 "
Black,Male,38,Financial Analyst,New York,Rochester,14646,"$98,450.93 "
Hispanic,Male,42,Senior Editor,New York,Syracuse,13224,"$95,682.32 "
White,Male,44,Automation Specialist,New York,Jamaica,11499,"$201,501.64 "
White,Female,55,VP Quality Control,New York,New York City,10115,"$101,575.82 "
White,Male,46,Automation Specialist,New York,Buffalo,14205,"$29,281.73 "
Black,Male,50,Assistant Professor,New York,Jamaica,11447,"$94,806.06 "
Hispanic,Male,65,Media Manager,New York,New York City,10249,"$73,810.31 "
White,Male,21,Recruiter,New York,New York City,10275,"$181,598.32 "
Black,Male,47,Graphic Designer,New York,Brooklyn,11254,"$251,670.47 "
White,Male,23,Occupational Therapist,New York,New York City,10045,"$192,174.35 "
